Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Total,Date,Payment,Rating
Central,Bodi,Normal,Male,Beverages,974.5,2,97.45,1949,2046.45,6/13/2018,Credit card,7.5
Central,Ooty,Normal,Male,"Eggs, Meat & Fish",215.5,6,64.65,1293,1357.65,11/27/2018,Credit card,6.6
East,Salem,Normal,Female,"Eggs, Meat & Fish",1015.0,2,101.5,2030,2131.5,10/18/2015,Ewallet,5.7
West,Madurai,Member,Male,Snacks,564.67,3,84.7,1694,1778.7,3/18/2015,Ewallet,8.6
East,Krishnagiri,Member,Female,Oil & Masala,531.75,4,106.35,2127,2233.35,2/21/2017,Cash,5.4
East,Karur,Normal,Female,Food Grains,218.0,5,54.5,1090,1144.5,05-02-2017,Credit card,8.2
West,Bodi,Normal,Female,Food Grains,227.78,9,102.5,2050,2152.5,07-12-2015,Credit card,5.4
East,Pudukottai,Member,Female,Oil & Masala,455.0,4,91.0,1820,1911.0,04-01-2017,Ewallet,7.8
Central,Krishnagiri,Member,Male,Bakery,142.11,9,63.95,1279,1342.95,7/21/2015,Credit card,8.5
South,Madurai,Member,Female,"Eggs, Meat & Fish",422.33,3,63.35,1267,1330.35,6/13/2016,Cash,5.3
West,Cumbum,Member,Female,Fruits & Veggies,178.75,8,71.5,1430,1501.5,10/13/2017,Credit card,4.4
South,Ramanadhapuram,Member,Male,Bakery,1636.0,1,81.8,1636,1717.8,11/15/2018,Ewallet,4.8
Central,Kanyakumari,Normal,Female,Snacks,62.22,9,28.0,560,588.0,6/20/2015,Ewallet,7.6
Central,Namakkal,Normal,Female,Food Grains,194.67,9,87.6,1752,1839.6,9/24/2017,Cash,9.1
Central,Pudukottai,Normal,Female,Fruits & Veggies,252.5,2,25.25,505,530.25,11/25/2018,Cash,4.3
West,Ramanadhapuram,Normal,Female,Snacks,206.5,4,41.3,826,867.3,7/23/2015,Credit card,8.4
South,Namakkal,Normal,Female,Beverages,129.0,8,51.6,1032,1083.6,11-05-2017,Credit card,6.0
West,Salem,Normal,Male,Snacks,125.43,7,43.9,878,921.9,03-10-2017,Ewallet,6.9
South,Trichy,Normal,Female,Fruits & Veggies,2091.0,1,104.55,2091,2195.55,6/13/2018,Cash,9.6
Central,Krishnagiri,Member,Female,Fruits & Veggies,172.0,5,43.0,860,903.0,12/14/2018,Cash,6.0
South,Dharmapuri,Member,Male,Oil & Masala,158.71,7,55.55,1111,1166.55,09-04-2017,Cash,6.8
East,Kanyakumari,Member,Male,Snacks,259.75,4,51.95,1039,1090.95,04-04-2018,Credit card,4.1
West,Trichy,Normal,Male,Bakery,2429.0,1,121.45,2429,2550.45,11/21/2018,Cash,4.5
West,Dindigul,Normal,Female,Oil & Masala,264.89,9,119.2,2384,2503.2,12-10-2015,Ewallet,5.6
East,Salem,Member,Female,Beverages,305.6,5,76.4,1528,1604.4,09-08-2018,Ewallet,4.2
East,Namakkal,Normal,Male,Fruits & Veggies,1069.5,2,106.95,2139,2245.95,11/29/2015,Credit card,7.8
West,Perambalur,Member,Female,"Eggs, Meat & Fish",89.75,8,35.9,718,753.9,11-11-2015,Credit card,6.6
West,Kanyakumari,Normal,Male,Bakery,305.5,2,30.55,611,641.55,09-07-2018,Cash,7.3
East,Karur,Member,Female,Fruits & Veggies,237.0,3,35.55,711,746.55,9/20/2018,Credit card,5.0
East,Nagercoil,Member,Female,Beverages,1795.0,1,89.75,1795,1884.75,4/20/2018,Ewallet,5.8
West,Krishnagiri,Member,Female,"Eggs, Meat & Fish",1115.0,2,111.5,2230,2341.5,12-12-2015,Cash,8.0
East,Karur,Member,Male,Snacks,304.71,7,106.65,2133,2239.65,8/30/2017,Ewallet,9.8
West,Karur,Member,Male,Fruits & Veggies,977.5,2,97.75,1955,2052.75,11-12-2017,Cash,4.3
West,Perambalur,Member,Male,Snacks,233.17,6,69.95,1399,1468.95,1/21/2018,Credit card,9.3
South,Trichy,Normal,Male,"Eggs, Meat & Fish",667.67,3,100.15,2003,2103.15,7/25/2017,Cash,7.5
South,Tenkasi,Normal,Female,Beverages,576.5,4,115.3,2306,2421.3,3/19/2015,Cash,7.4
Central,Salem,Member,Female,Bakery,189.0,8,75.6,1512,1587.6,12/20/2016,Ewallet,7.0
South,Tirunelveli,Normal,Female,Beverages,826.0,3,123.9,2478,2601.9,05-01-2017,Ewallet,4.4
South,Tirunelveli,Normal,Female,"Eggs, Meat & Fish",354.83,6,106.45,2129,2235.45,9/17/2016,Cash,4.5
West,Coimbatore,Member,Female,Snacks,610.0,1,30.5,610,640.5,03-07-2015,Credit card,7.6
West,Coimbatore,Member,Female,Beverages,312.57,7,109.4,2188,2297.4,4/14/2016,Credit card,6.0
West,Vellore,Member,Female,Snacks,150.75,8,60.3,1206,1266.3,1/20/2018,Ewallet,9.5
East,Krishnagiri,Member,Female,"Eggs, Meat & Fish",302.25,8,120.9,2418,2538.9,12/27/2016,Credit card,6.4
West,Virudhunagar,Normal,Male,Snacks,646.67,3,97.0,1940,2037.0,9/23/2018,Ewallet,4.9
South,Pudukottai,Member,Male,Beverages,639.0,1,31.95,639,670.95,08-09-2017,Credit card,8.3
East,Chennai,Normal,Male,"Eggs, Meat & Fish",250.33,9,112.65,2253,2365.65,12-07-2016,Cash,5.8
East,Chennai,Normal,Female,Oil & Masala,165.5,6,49.65,993,1042.65,1/23/2017,Ewallet,7.2
East,Nagercoil,Member,Female,Fruits & Veggies,263.33,9,118.5,2370,2488.5,11/17/2018,Ewallet,8.2
West,Dharmapuri,Normal,Male,Food Grains,324.14,7,113.45,2269,2382.45,07-08-2017,Cash,9.4
West,Theni,Member,Female,Food Grains,1253.0,1,62.65,1253,1315.65,12/25/2016,Ewallet,8.8
West,Salem,Normal,Female,"Eggs, Meat & Fish",791.0,1,39.55,791,830.55,12-05-2018,Credit card,8.1
West,Virudhunagar,Member,Male,Snacks,143.67,6,43.1,862,905.1,06-10-2018,Credit card,8.1
Central,Krishnagiri,Normal,Male,"Eggs, Meat & Fish",111.4,5,27.85,557,584.85,08-06-2016,Ewallet,9.7
East,Theni,Normal,Female,Oil & Masala,147.89,9,66.55,1331,1397.55,6/21/2015,Credit card,5.8
South,Virudhunagar,Member,Female,Fruits & Veggies,426.0,2,42.6,852,894.6,05-07-2016,Ewallet,4.0
West,Vellore,Normal,Female,Fruits & Veggies,105.38,8,42.15,843,885.15,4/13/2017,Cash,5.6
Central,Bodi,Normal,Female,Bakery,330.2,5,82.55,1651,1733.55,04-11-2015,Ewallet,5.3
Central,Kanyakumari,Normal,Female,Food Grains,605.5,2,60.55,1211,1271.55,5/30/2017,Cash,8.0
West,Salem,Normal,Female,Beverages,92.83,6,27.85,557,584.85,03-08-2016,Credit card,7.8
South,Pudukottai,Normal,Female,Oil & Masala,285.0,8,114.0,2280,2394.0,11-10-2017,Cash,7.6
West,Vellore,Member,Female,Snacks,273.75,4,54.75,1095,1149.75,12/13/2016,Credit card,4.1
West,Perambalur,Member,Male,Bakery,818.5,2,81.85,1637,1718.85,6/14/2017,Ewallet,8.4
Central,Virudhunagar,Normal,Male,Bakery,344.8,5,86.2,1724,1810.2,9/24/2017,Credit card,5.9
West,Madurai,Member,Male,Food Grains,563.0,2,56.3,1126,1182.3,12-06-2017,Ewallet,8.0
West,Vellore,Normal,Female,Beverages,1027.5,2,102.75,2055,2157.75,8/21/2018,Ewallet,7.3
East,Perambalur,Normal,Female,Bakery,291.33,6,87.4,1748,1835.4,10/16/2016,Cash,6.1
West,Pudukottai,Member,Female,Food Grains,205.44,9,92.45,1849,1941.45,4/18/2016,Cash,4.8
West,Chennai,Member,Male,Beverages,242.25,4,48.45,969,1017.45,9/18/2016,Cash,4.6
West,Ooty,Normal,Male,Fruits & Veggies,105.83,6,31.75,635,666.75,11/19/2018,Cash,9.0
Central,Tenkasi,Member,Male,Fruits & Veggies,112.0,7,39.2,784,823.2,11/23/2018,Credit card,9.5
South,Kanyakumari,Normal,Male,Beverages,333.33,6,100.0,2000,2100.0,11/25/2018,Credit card,7.9
East,Trichy,Member,Female,Bakery,241.5,8,96.6,1932,2028.6,12/14/2017,Credit card,4.6
Central,Tenkasi,Normal,Male,"Eggs, Meat & Fish",600.75,4,120.15,2403,2523.15,12/22/2018,Ewallet,6.4
East,Theni,Member,Male,Oil & Masala,2459.0,1,122.95,2459,2581.95,11-12-2018,Credit card,8.4
South,Ooty,Normal,Female,Oil & Masala,225.14,7,78.8,1576,1654.8,05-04-2018,Credit card,8.7
Central,Dindigul,Member,Male,Fruits & Veggies,177.33,3,26.6,532,558.6,5/15/2018,Credit card,4.7
East,Nagercoil,Normal,Female,Oil & Masala,371.17,6,111.35,2227,2338.35,10/27/2017,Cash,4.0
South,Bodi,Member,Female,Food Grains,1063.0,2,106.3,2126,2232.3,10/30/2018,Credit card,8.3
South,Tenkasi,Normal,Male,Fruits & Veggies,92.44,9,41.6,832,873.6,10/18/2015,Ewallet,6.1
East,Virudhunagar,Normal,Female,Beverages,2389.0,1,119.45,2389,2508.45,10-02-2018,Cash,5.5
South,Salem,Member,Female,Food Grains,174.17,6,52.25,1045,1097.25,5/30/2018,Ewallet,4.1
Central,Kanyakumari,Member,Female,Oil & Masala,234.17,6,70.25,1405,1475.25,9/13/2017,Credit card,7.2
West,Virudhunagar,Member,Male,Oil & Masala,476.0,5,119.0,2380,2499.0,3/22/2016,Cash,9.1
South,Ooty,Normal,Female,Snacks,214.6,5,53.65,1073,1126.65,06-02-2018,Ewallet,9.7
West,Tenkasi,Normal,Female,Bakery,926.0,1,46.3,926,972.3,10/29/2016,Credit card,7.4
Central,Dindigul,Normal,Male,Beverages,256.2,5,64.05,1281,1345.05,12-01-2017,Ewallet,7.1
South,Madurai,Member,Male,Beverages,702.5,2,70.25,1405,1475.25,02-05-2017,Ewallet,4.5
East,Viluppuram,Member,Female,Food Grains,191.57,7,67.05,1341,1408.05,9/17/2018,Ewallet,7.3
Central,Kanyakumari,Normal,Female,"Eggs, Meat & Fish",659.0,3,98.85,1977,2075.85,4/13/2016,Credit card,6.3
South,Cumbum,Member,Male,Snacks,325.25,4,65.05,1301,1366.05,12/27/2016,Credit card,7.6
East,Dharmapuri,Normal,Female,Fruits & Veggies,227.67,3,34.15,683,717.15,11-11-2015,Ewallet,6.3
South,Bodi,Member,Male,Fruits & Veggies,532.33,3,79.85,1597,1676.85,5/31/2015,Cash,5.4
West,Ooty,Normal,Male,Food Grains,273.75,4,54.75,1095,1149.75,09-02-2017,Cash,4.6
Central,Vellore,Member,Male,Beverages,160.6,5,40.15,803,843.15,4/22/2017,Credit card,5.9
South,Kanyakumari,Member,Male,Snacks,959.0,1,47.95,959,1006.95,3/16/2016,Credit card,4.6
West,Viluppuram,Normal,Male,Oil & Masala,587.5,4,117.5,2350,2467.5,9/15/2018,Credit card,5.1
East,Kanyakumari,Normal,Male,Snacks,81.25,8,32.5,650,682.5,9/18/2017,Credit card,9.9
West,Perambalur,Normal,Female,Bakery,322.71,7,112.95,2259,2371.95,10/31/2017,Credit card,6.7
West,Dharmapuri,Member,Male,Beverages,89.56,9,40.3,806,846.3,05-02-2018,Cash,7.2
Central,Cumbum,Member,Male,Beverages,192.8,5,48.2,964,1012.2,5/28/2018,Credit card,9.2
North,Vellore,Normal,Female,Oil & Masala,313.5,4,62.7,1254,1316.7,11-08-2017,Ewallet,10.0
West,Bodi,Normal,Male,Snacks,294.38,8,117.75,2355,2472.75,12-10-2018,Ewallet,7.5
Central,Salem,Member,Female,Snacks,254.33,9,114.45,2289,2403.45,05-11-2015,Cash,8.9
East,Bodi,Member,Male,Food Grains,139.71,7,48.9,978,1026.9,09-01-2017,Ewallet,6.0
Central,Dharmapuri,Member,Male,Oil & Masala,221.0,7,77.35,1547,1624.35,7/30/2017,Cash,5.8
West,Bodi,Normal,Male,Food Grains,412.0,5,103.0,2060,2163.0,8/28/2016,Cash,6.4
South,Tenkasi,Member,Male,Beverages,247.25,4,49.45,989,1038.45,3/31/2015,Ewallet,8.0
South,Pudukottai,Member,Male,Food Grains,715.0,1,35.75,715,750.75,3/26/2016,Credit card,8.1
Central,Perambalur,Member,Male,Food Grains,220.29,7,77.1,1542,1619.1,9/26/2017,Ewallet,5.9
West,Madurai,Member,Male,Bakery,2093.0,1,104.65,2093,2197.65,3/29/2016,Ewallet,4.8
East,Vellore,Member,Male,Snacks,1902.0,1,95.1,1902,1997.1,8/21/2017,Cash,7.8
South,Perambalur,Normal,Male,Oil & Masala,357.4,5,89.35,1787,1876.35,11-04-2017,Ewallet,4.8
West,Ramanadhapuram,Member,Male,Beverages,213.33,9,96.0,1920,2016.0,1/30/2018,Cash,7.5
East,Tirunelveli,Normal,Male,Bakery,352.33,6,105.7,2114,2219.7,4/27/2016,Credit card,8.2
Central,Nagercoil,Member,Female,Bakery,288.0,3,43.2,864,907.2,09-10-2018,Credit card,8.2
East,Nagercoil,Normal,Female,Beverages,704.0,3,105.6,2112,2217.6,02-02-2018,Credit card,8.5
Central,Kanyakumari,Normal,Male,Snacks,347.29,7,121.55,2431,2552.55,10/28/2015,Ewallet,9.2
West,Cumbum,Normal,Female,"Eggs, Meat & Fish",234.67,6,70.4,1408,1478.4,10-02-2016,Cash,7.0
West,Pudukottai,Normal,Female,"Eggs, Meat & Fish",157.56,9,70.9,1418,1488.9,3/13/2017,Credit card,8.4
East,Tirunelveli,Member,Male,Beverages,239.0,6,71.7,1434,1505.7,6/30/2018,Cash,7.7
West,Theni,Member,Female,Oil & Masala,148.6,5,37.15,743,780.15,12/14/2018,Cash,5.1
West,Tenkasi,Normal,Female,Bakery,94.43,7,33.05,661,694.05,6/17/2017,Credit card,4.2
West,Salem,Normal,Male,Bakery,758.0,1,37.9,758,795.9,11/24/2015,Credit card,5.7
West,Tenkasi,Normal,Male,Oil & Masala,167.71,7,58.7,1174,1232.7,3/31/2015,Cash,6.7
South,Tirunelveli,Normal,Female,Snacks,766.33,3,114.95,2299,2413.95,3/27/2017,Credit card,7.7
South,Ramanadhapuram,Normal,Female,Snacks,235.44,9,105.95,2119,2224.95,11/19/2017,Cash,9.1
West,Karur,Member,Male,Fruits & Veggies,351.67,6,105.5,2110,2215.5,9/28/2018,Cash,5.2
Central,Salem,Member,Male,Food Grains,267.67,9,120.45,2409,2529.45,01-09-2015,Credit card,4.8
East,Tirunelveli,Normal,Male,Snacks,492.8,5,123.2,2464,2587.2,11/27/2016,Ewallet,9.8
Central,Bodi,Normal,Male,Beverages,217.86,7,76.25,1525,1601.25,02-09-2018,Credit card,4.6
East,Madurai,Member,Female,Snacks,270.25,4,54.05,1081,1135.05,3/17/2018,Ewallet,6.9
East,Virudhunagar,Normal,Male,Food Grains,83.29,7,29.15,583,612.15,05-06-2017,Cash,7.5
West,Chennai,Member,Male,Snacks,1981.0,1,99.05,1981,2080.05,03-06-2018,Cash,7.2
East,Krishnagiri,Normal,Female,"Eggs, Meat & Fish",184.43,7,64.55,1291,1355.55,09-12-2016,Ewallet,4.5
East,Karur,Member,Male,Food Grains,130.25,8,52.1,1042,1094.1,04-06-2017,Cash,4.3
East,Kanyakumari,Member,Male,Oil & Masala,290.2,5,72.55,1451,1523.55,11-08-2016,Ewallet,4.6
East,Virudhunagar,Normal,Female,Snacks,706.0,2,70.6,1412,1482.6,11/24/2018,Ewallet,7.5
East,Cumbum,Member,Female,"Eggs, Meat & Fish",393.2,5,98.3,1966,2064.3,12/25/2018,Cash,7.3
West,Bodi,Normal,Female,Bakery,293.17,6,87.95,1759,1846.95,11/24/2017,Ewallet,5.4
East,Salem,Normal,Female,Beverages,919.5,2,91.95,1839,1930.95,5/17/2017,Credit card,7.8
Central,Cumbum,Normal,Male,Bakery,336.17,6,100.85,2017,2117.85,6/20/2015,Credit card,8.9
South,Chennai,Member,Male,Fruits & Veggies,366.83,6,110.05,2201,2311.05,01-06-2015,Cash,4.2
East,Krishnagiri,Member,Female,"Eggs, Meat & Fish",2003.0,1,100.15,2003,2103.15,4/24/2018,Cash,7.0
West,Tirunelveli,Member,Male,Fruits & Veggies,1167.0,1,58.35,1167,1225.35,11-10-2016,Ewallet,8.1
West,Ooty,Normal,Male,Beverages,330.67,3,49.6,992,1041.6,04-01-2017,Ewallet,5.5
West,Theni,Normal,Male,Snacks,630.0,3,94.5,1890,1984.5,05-04-2018,Ewallet,5.8
West,Ooty,Normal,Male,Bakery,315.5,4,63.1,1262,1325.1,11/25/2018,Ewallet,7.7
South,Madurai,Normal,Male,"Eggs, Meat & Fish",940.5,2,94.05,1881,1975.05,08-04-2017,Credit card,9.4
East,Perambalur,Normal,Male,Oil & Masala,263.56,9,118.6,2372,2490.6,04-01-2015,Credit card,8.9
West,Ooty,Normal,Male,"Eggs, Meat & Fish",267.0,7,93.45,1869,1962.45,11/22/2016,Cash,7.5
Central,Pudukottai,Member,Male,"Eggs, Meat & Fish",311.14,7,108.9,2178,2286.9,11/25/2018,Ewallet,8.4
South,Vellore,Normal,Female,Food Grains,396.17,6,118.85,2377,2495.85,12/23/2015,Ewallet,6.2
West,Krishnagiri,Member,Female,Bakery,462.0,3,69.3,1386,1455.3,06-08-2018,Cash,7.8
East,Cumbum,Normal,Female,Fruits & Veggies,263.83,6,79.15,1583,1662.15,12/28/2015,Ewallet,6.8
East,Viluppuram,Normal,Female,Snacks,96.25,8,38.5,770,808.5,12-11-2017,Ewallet,5.1
East,Dharmapuri,Normal,Female,Fruits & Veggies,89.0,8,35.6,712,747.6,09-02-2018,Ewallet,8.2
East,Karur,Member,Male,Snacks,221.33,9,99.6,1992,2091.6,9/24/2016,Ewallet,7.3
East,Ooty,Member,Female,Oil & Masala,2428.0,1,121.4,2428,2549.4,7/28/2017,Ewallet,6.2
Central,Madurai,Member,Female,Bakery,960.0,1,48.0,960,1008.0,9/26/2015,Cash,9.5
East,Tirunelveli,Member,Female,Beverages,289.67,3,43.45,869,912.45,07-06-2016,Ewallet,4.1
East,Tenkasi,Member,Male,Beverages,777.33,3,116.6,2332,2448.6,11/27/2015,Cash,5.9
West,Pudukottai,Normal,Male,Oil & Masala,136.5,8,54.6,1092,1146.6,12/23/2017,Ewallet,4.3
East,Coimbatore,Normal,Male,"Eggs, Meat & Fish",1058.0,1,52.9,1058,1110.9,12/17/2015,Credit card,8.6
West,Ramanadhapuram,Member,Male,Fruits & Veggies,484.5,2,48.45,969,1017.45,11/13/2016,Credit card,8.2
Central,Coimbatore,Member,Female,"Eggs, Meat & Fish",1161.5,2,116.15,2323,2439.15,10/13/2017,Credit card,6.0
East,Ramanadhapuram,Member,Female,Food Grains,191.0,3,28.65,573,601.65,11-12-2017,Credit card,8.1
West,Karur,Normal,Male,Oil & Masala,327.67,6,98.3,1966,2064.3,9/16/2017,Cash,6.4
South,Namakkal,Normal,Female,Snacks,763.0,1,38.15,763,801.15,6/23/2016,Cash,8.5
Central,Viluppuram,Normal,Female,Bakery,717.0,2,71.7,1434,1505.7,10-10-2015,Ewallet,6.7
Central,Trichy,Member,Male,Food Grains,765.0,1,38.25,765,803.25,03-02-2018,Credit card,6.5
West,Krishnagiri,Normal,Male,Beverages,396.8,5,99.2,1984,2083.2,5/19/2017,Cash,9.6
South,Madurai,Normal,Male,"Eggs, Meat & Fish",170.86,7,59.8,1196,1255.8,09-08-2015,Ewallet,5.5
Central,Coimbatore,Member,Male,Beverages,289.25,8,115.7,2314,2429.7,10/19/2018,Ewallet,4.7
South,Tenkasi,Normal,Male,Oil & Masala,934.0,1,46.7,934,980.7,7/26/2015,Cash,7.5
West,Bodi,Member,Male,Bakery,159.71,7,55.9,1118,1173.9,7/26/2015,Credit card,9.8
West,Tenkasi,Normal,Male,Bakery,226.6,5,56.65,1133,1189.65,1/23/2018,Ewallet,6.3
West,Coimbatore,Member,Male,Snacks,2081.0,1,104.05,2081,2185.05,8/28/2017,Credit card,4.4
Central,Perambalur,Normal,Female,Oil & Masala,688.33,3,103.25,2065,2168.25,5/27/2017,Credit card,6.0
South,Madurai,Normal,Male,Fruits & Veggies,92.0,7,32.2,644,676.2,11/28/2015,Credit card,7.0
South,Salem,Normal,Female,Beverages,1614.0,1,80.7,1614,1694.7,8/17/2015,Ewallet,5.0
Central,Viluppuram,Normal,Male,Food Grains,103.0,7,36.05,721,757.05,10/13/2018,Credit card,7.9
South,Viluppuram,Member,Female,Snacks,280.0,5,70.0,1400,1470.0,11/30/2016,Ewallet,10.0
Central,Ooty,Member,Male,Food Grains,937.0,1,46.85,937,983.85,03-08-2016,Credit card,6.7
Central,Namakkal,Member,Male,Fruits & Veggies,1523.0,1,76.15,1523,1599.15,02-09-2018,Ewallet,6.1
West,Tirunelveli,Member,Female,Bakery,791.0,1,39.55,791,830.55,06-09-2015,Credit card,6.4
East,Kanyakumari,Normal,Female,Snacks,90.56,9,40.75,815,855.75,06-12-2017,Cash,4.7
East,Coimbatore,Member,Female,Fruits & Veggies,793.67,3,119.05,2381,2500.05,4/22/2018,Credit card,9.3
East,Dindigul,Normal,Male,Food Grains,219.4,5,54.85,1097,1151.85,10/31/2015,Credit card,6.5
Central,Ramanadhapuram,Normal,Male,Snacks,171.56,9,77.2,1544,1621.2,7/25/2017,Ewallet,6.3
Central,Krishnagiri,Normal,Female,"Eggs, Meat & Fish",100.17,6,30.05,601,631.05,09-07-2015,Ewallet,8.0
West,Trichy,Member,Female,"Eggs, Meat & Fish",208.78,9,93.95,1879,1972.95,10-01-2018,Credit card,6.7
East,Bodi,Normal,Female,Snacks,240.5,8,96.2,1924,2020.2,10/22/2018,Cash,7.9
Central,Dindigul,Normal,Female,Food Grains,223.62,8,89.45,1789,1878.45,06-03-2015,Cash,4.4
South,Dharmapuri,Member,Male,Food Grains,1246.0,1,62.3,1246,1308.3,9/22/2016,Ewallet,8.9
East,Pudukottai,Normal,Female,Food Grains,180.11,9,81.05,1621,1702.05,09-02-2017,Cash,9.6
East,Nagercoil,Normal,Male,Fruits & Veggies,271.33,6,81.4,1628,1709.4,12/24/2018,Credit card,7.9
West,Kanyakumari,Member,Male,Oil & Masala,270.0,9,121.5,2430,2551.5,8/23/2015,Ewallet,9.7
South,Ooty,Normal,Male,Food Grains,791.33,3,118.7,2374,2492.7,12-09-2018,Credit card,4.9
West,Dindigul,Member,Female,Bakery,338.33,3,50.75,1015,1065.75,05-06-2015,Ewallet,6.9
West,Tenkasi,Member,Male,"Eggs, Meat & Fish",247.5,6,74.25,1485,1559.25,12-01-2017,Ewallet,7.6
West,Virudhunagar,Member,Male,"Eggs, Meat & Fish",150.78,9,67.85,1357,1424.85,11-12-2018,Ewallet,7.5
West,Karur,Member,Female,Bakery,208.14,7,72.85,1457,1529.85,05-12-2018,Ewallet,6.4
Central,Kanyakumari,Member,Male,Beverages,264.67,3,39.7,794,833.7,7/28/2017,Cash,6.0
West,Tirunelveli,Member,Female,Snacks,552.33,3,82.85,1657,1739.85,06-03-2018,Credit card,4.8
Central,Dindigul,Normal,Male,Oil & Masala,561.5,2,56.15,1123,1179.15,01-03-2017,Credit card,6.4
East,Cumbum,Normal,Male,Fruits & Veggies,96.56,9,43.45,869,912.45,12/22/2016,Credit card,5.0
East,Coimbatore,Normal,Female,Fruits & Veggies,547.0,3,82.05,1641,1723.05,09-10-2016,Ewallet,8.4
Central,Karur,Member,Male,Snacks,254.4,5,63.6,1272,1335.6,06-01-2016,Cash,5.3
East,Namakkal,Member,Male,Fruits & Veggies,238.33,9,107.25,2145,2252.25,09-09-2015,Credit card,4.4
South,Namakkal,Normal,Male,Bakery,68.75,8,27.5,550,577.5,3/28/2018,Cash,7.3
Central,Cumbum,Member,Male,Beverages,461.0,2,46.1,922,968.1,10/15/2016,Ewallet,7.6
West,Theni,Member,Female,"Eggs, Meat & Fish",817.0,3,122.55,2451,2573.55,4/16/2018,Credit card,9.2
Central,Salem,Normal,Male,"Eggs, Meat & Fish",1121.5,2,112.15,2243,2355.15,10/17/2015,Cash,7.5
Central,Vellore,Member,Female,"Eggs, Meat & Fish",198.75,8,79.5,1590,1669.5,09-02-2018,Ewallet,6.1
East,Vellore,Normal,Male,Food Grains,187.0,6,56.1,1122,1178.1,9/17/2018,Cash,8.8
East,Ramanadhapuram,Normal,Female,Food Grains,403.67,6,121.1,2422,2543.1,11-02-2018,Credit card,7.2
Central,Salem,Member,Female,Beverages,103.78,9,46.7,934,980.7,12-08-2017,Credit card,4.5
South,Madurai,Member,Female,Food Grains,287.25,8,114.9,2298,2412.9,7/29/2018,Ewallet,7.4
South,Ramanadhapuram,Normal,Male,Snacks,252.0,4,50.4,1008,1058.4,04-12-2017,Ewallet,9.4
West,Chennai,Member,Male,Oil & Masala,602.5,4,120.5,2410,2530.5,8/31/2018,Ewallet,6.4
South,Vellore,Member,Male,Food Grains,147.56,9,66.4,1328,1394.4,1/26/2018,Cash,5.8
East,Krishnagiri,Normal,Female,"Eggs, Meat & Fish",529.0,1,26.45,529,555.45,05-03-2016,Cash,4.9
West,Karur,Member,Female,Fruits & Veggies,432.5,2,43.25,865,908.25,10/29/2016,Cash,4.9
West,Dharmapuri,Normal,Female,Bakery,592.0,2,59.2,1184,1243.2,2/13/2018,Ewallet,6.6
South,Ramanadhapuram,Normal,Male,Snacks,395.67,6,118.7,2374,2492.7,2/20/2016,Credit card,7.6
East,Theni,Member,Female,"Eggs, Meat & Fish",350.0,4,70.0,1400,1470.0,08-09-2016,Credit card,4.5
West,Vellore,Member,Female,Food Grains,484.67,3,72.7,1454,1526.7,9/18/2016,Cash,9.6
Central,Tenkasi,Member,Male,Food Grains,290.0,3,43.5,870,913.5,10/21/2018,Cash,8.5
East,Ooty,Member,Male,Oil & Masala,594.33,3,89.15,1783,1872.15,11-01-2016,Credit card,7.5
Central,Tirunelveli,Member,Female,Bakery,149.67,6,44.9,898,942.9,11/28/2015,Credit card,9.0
South,Perambalur,Normal,Female,Food Grains,181.25,8,72.5,1450,1522.5,03-04-2015,Cash,4.5
South,Vellore,Member,Female,"Eggs, Meat & Fish",335.71,7,117.5,2350,2467.5,4/26/2016,Cash,6.9
West,Pudukottai,Normal,Male,Beverages,390.5,4,78.1,1562,1640.1,6/24/2018,Credit card,7.8
Central,Namakkal,Normal,Female,Oil & Masala,475.0,4,95.0,1900,1995.0,11-11-2017,Ewallet,9.0
South,Salem,Normal,Male,Snacks,799.5,2,79.95,1599,1678.95,10/18/2015,Cash,8.7
East,Salem,Normal,Male,Bakery,2091.0,1,104.55,2091,2195.55,6/30/2015,Credit card,5.7
West,Krishnagiri,Member,Male,Bakery,167.67,9,75.45,1509,1584.45,11-05-2018,Credit card,9.6
East,Tirunelveli,Normal,Female,Beverages,403.0,2,40.3,806,846.3,12-06-2016,Credit card,4.7
Central,Namakkal,Normal,Female,Food Grains,92.0,8,36.8,736,772.8,8/17/2018,Credit card,9.3
East,Coimbatore,Member,Female,"Eggs, Meat & Fish",179.11,9,80.6,1612,1692.6,09-02-2015,Ewallet,9.8
East,Karur,Member,Male,Snacks,329.5,4,65.9,1318,1383.9,11-02-2016,Credit card,5.1
East,Tenkasi,Normal,Female,"Eggs, Meat & Fish",151.62,8,60.65,1213,1273.65,11/20/2018,Cash,8.3
South,Vellore,Member,Male,Food Grains,123.11,9,55.4,1108,1163.4,12-09-2017,Ewallet,4.2
Central,Karur,Member,Female,Fruits & Veggies,284.4,5,71.1,1422,1493.1,7/20/2016,Credit card,6.4
West,Vellore,Member,Male,Bakery,132.29,7,46.3,926,972.3,8/15/2017,Ewallet,7.1
East,Chennai,Member,Male,Snacks,372.0,4,74.4,1488,1562.4,6/20/2017,Cash,7.5
West,Madurai,Normal,Male,Food Grains,1419.0,1,70.95,1419,1489.95,2/22/2017,Credit card,9.6
West,Trichy,Normal,Male,Food Grains,533.33,3,80.0,1600,1680.0,05-11-2018,Cash,8.0
